x_mm,y_mm,z_mm,is_calibration_anchor,TAWSS_vector_Pa_pred,TAWSS_vector_Pa_lo90,TAWSS_vector_Pa_hi90,TAWSS_vector_Pa_interval_width,TAWSS_vector_Pa_width_over_trainIQR,OSI_pred,OSI_lo90,OSI_hi90,OSI_interval_width,OSI_width_over_trainIQR,RRT_1_per_Pa_pred,RRT_1_per_Pa_lo90,RRT_1_per_Pa_hi90,RRT_1_per_Pa_interval_width,RRT_1_per_Pa_width_over_trainIQR,peak_WSS_magnitude_Pa_pred,peak_WSS_magnitude_Pa_lo90,peak_WSS_magnitude_Pa_hi90,peak_WSS_magnitude_Pa_interval_width,peak_WSS_magnitude_Pa_width_over_trainIQR,VM_cycle_max_Pa_pred,VM_cycle_max_Pa_lo90,VM_cycle_max_Pa_hi90,VM_cycle_max_Pa_interval_width,VM_cycle_max_Pa_width_over_trainIQR,VM_stress_amplitude_Pa_pred,VM_stress_amplitude_Pa_lo90,VM_stress_amplitude_Pa_hi90,VM_stress_amplitude_Pa_interval_width,VM_stress_amplitude_Pa_width_over_trainIQR,VM_temporal_mean_Pa_pred,VM_temporal_mean_Pa_lo90,VM_temporal_mean_Pa_hi90,VM_temporal_mean_Pa_interval_width,VM_temporal_mean_Pa_width_over_trainIQR
-21.609682720884937,177.84178399631455,-239.2833522556361,0,0.6434159619114395,0.2224590930496605,1.2093303892301164,0.9868712961804559,1.7675165714530388,0.2072263295758176,0.09413172032270431,0.32032093882893087,0.22618921850622656,1.2474189012879326,2.781369105493697,1.1252044023322743,5.728177438504384,4.60297303617211,1.1616240387672763,2.4811642643760843,0.9355160514828956,5.261123293854625,4.325607242371729,1.4344744398250238,1653.6636812320355,851.6942936454758,3210.7806651152537,2359.086371469778,1.1892809838603389,826.8015204437054,425.83152949068,1605.3314676478994,1179.4999381572195,1.1892373524752256,283.3864850361335,152.5594077036148,526.404114370666,373.8447066670512,0.8115728279319178
-21.13202155330008,176.608153916,-238.568877284,0,0.6495061083015934,0.22698926374606057,1.217517692874763,0.9905284291287025,1.7740666080333416,0.2340836730415998,0.1209890637884865,0.3471782822947131,0.22618921850622659,1.2474189012879329,3.1830722593943293,1.3509695385259606,6.442926520556085,5.0919569820301245,1.2850259143846738,2.293908213919272,0.8314022941674507,4.924329873495734,4.092927579328283,1.3573123188554104,1720.7985093255368,886.2710643885481,3341.1307540994017,2454.8596897108537,1.2375629745168963,860.3043732550038,443.0866635248798,1670.3811591930846,1227.294495668205,1.2374264800862802,295.22780002238386,158.93410831964437,548.399930182159,389.46582186251464,0.8454844292159326
-21.22410305611573,178.14527707655492,-238.20609415284304,0,0.6421120776665475,0.22148919547753373,1.2075775091601633,0.9860883136826295,1.766114225934001,0.2231040872026985,0.11000947794958521,0.3361986964558118,0.22618921850622659,1.2474189012879329,2.96917633907403,1.2307557908531412,6.06234222287503,4.831586432021888,1.2193177975871554,2.2365841304205665,0.7995302894810599,4.821228403057957,4.021698113576898,1.3336909306299898,1764.6347008748933,908.8482272188529,3426.2438262774763,2517.3955990586232,1.2690890638941918,882.3295252232806,454.4303825650706,1713.145557491998,1258.7151749269274,1.2691065541632622,289.1198114912883,155.64590947542075,537.054045804901,381.4081363294802,0.8279921429323264
-21.75598619573492,176.9006196658584,-240.0143550775405,0,0.6463393971124637,0.22463369767031718,1.2132605167086499,0.9886268190383327,1.7706607664001117,0.2045626834311837,0.0914680741780704,0.317657292684297,0.22618921850622659,1.2474189012879329,2.724513128954577,1.0932502163565407,5.627013789063531,4.53376357270699,1.1441580714805926,2.553286594098618,0.9756158331211298,5.390840470160796,4.415224637039667,1.4641937034594128,1562.9587197222966,804.9780846605744,3034.66641652239,2229.6883318618156,1.124047836945638,781.4189979042421,402.45795251085787,1517.2160134398046,1114.7580609289466,1.1239609957934973,283.5915550684202,152.66980592059195,526.7850418828446,374.1152359622526,0.8121601151697188
-20.74426481453768,181.90762238929457,-237.6265963407071,0,0.6379556288767503,0.21839741060039697,1.2019897767567995,0.9835923661564026,1.7616439078376513,0.209012074182526,0.0959174649294127,0.3221066834356393,0.2261892185062266,1.2474189012879329,2.839877935426116,1.158087524682599,5.832282004475656,4.674194479793057,1.179597757130528,2.474302173955897,0.9317007514435051,5.248781332685472,4.317080581241967,1.4316467958059642,1953.8695583483527,1006.3107585050714,3793.665345197786,2787.3545866927143,1.405182890003401,977.0197347187514,503.1991326704287,1896.997629872894,1393.7984972024653,1.4053050628274528,324.9635604273816,174.94217586889476,603.6355446086385,428.69336873974373,0.9306428133905092
-20.770843410919767,180.8637167134351,-237.1505469768421,0,0.6396709316526012,0.21967334288064178,1.2042957483654788,0.984622405484837,1.76348873967064,0.227124013505553,0.11402940425243971,0.3402186227586663,0.2261892185062266,1.2474189012879329,2.94605058716344,1.2177586598150136,6.021194649625111,4.803435989810097,1.2122136433550597,2.327415989831751,0.8500325090044166,4.984596008718882,4.134563499714465,1.3711197822301529,1923.9482016659344,990.900219449415,3735.569545791739,2744.669326342324,1.3836640643089355,962.0607872035408,495.49475460330274,1867.9530906754173,1372.4583360721147,1.3837887270456106,301.31429582931145,162.2107366852385,559.7058907838368,397.49515409859833,0.86291516383122
-20.29767425170012,182.000761816,-236.51353586099992,0,0.6389283526882978,0.21912097365199906,1.2032974604637776,0.9841764868117786,1.7626900857355203,0.238202272000823,0.1251076627477097,0.3512968812539363,0.2261892185062266,1.2474189012879329,3.047091127035007,1.2745454463355663,6.200975745247466,4.9264302989118995,1.2432529618480137,2.299212947095886,0.8343517086254927,4.9338708161049825,4.09951910747949,1.3594982266649946,1995.2402940729703,1027.6181258618487,3873.991447702033,2846.373321840184,1.4349358741464298,997.750125332728,513.8760045965367,1937.248098173182,1423.372093576645,1.4351228053448013,321.3725008770634,173.00895058486225,596.9649776548314,423.95602706996914,0.9203586025744851
-20.31017800359561,182.8913173147529,-237.23992031190585,0,0.6385657209078636,0.2188512290908564,1.2028099555160454,0.983958726425189,1.7623000702457672,0.2127923851434547,0.0996977758903414,0.325886994396568,0.22618921850622659,1.2474189012879329,2.90329651404503,1.1937300231297256,5.945122469910749,4.751392446781024,1.199079733994716,2.343089434605204,0.858746893514073,5.012785821871407,4.154038928357334,1.3775782984632434,1986.1401556298745,1022.9312381522545,3856.322468879691,2833.3912307274363,1.4283912413267699,993.1780199109324,511.521211340096,1928.3708228833725,1416.8496115432765,1.4285464766702538,332.4250020911359,178.95899805677112,617.4955336989304,438.5365356421593,0.9520111694387169
-21.30785220942792,181.0713601339272,-238.63301423743107,0,0.6325071442489603,0.21434454161837954,1.1946650927191507,0.9803205511007711,1.755783987347573,0.1976960641643905,0.08460145491127721,0.31079067341750377,0.22618921850622656,1.2474189012879326,2.74803733646623,1.1064712873417852,5.668870333035567,4.562399045693782,1.1513846299508528,2.483698791382458,0.9369252402861803,5.265681822230003,4.328756581943823,1.435518835875189,2010.3207105102128,1035.385064672422,3903.2718328662695,2867.8867681938473,1.445781400175123,1005.2285034552784,517.7276293399532,1951.768240468829,1434.0406111288758,1.4458793973192547,329.7481294808036,177.51791980676828,612.5231132408926,435.0051934341243,0.9443450414153428
-21.104002250452016,179.55060677776245,-237.73558707809576,0,0.6405795865335397,0.22034924809720985,1.2055173008441615,0.9851680527469517,1.7644660105485026,0.2201850350375608,0.1070904257844475,0.3332796442906741,0.22618921850622659,1.2474189012879329,2.950772509865207,1.2204124739847777,6.02959635094071,4.809183876955933,1.213664202336886,2.377650382796776,0.8779626687257739,5.074946162879831,4.196983494154058,1.3918197398408492,1909.8042966781145,983.6156165977548,3708.107506696649,2724.491890098894,1.3734920580960326,954.9837002720724,491.84980877549583,1854.2121019744422,1362.3622931989464,1.3736093358404518,293.8531687285734,158.19408384046767,545.8464860095753,387.65240216910763,0.8415477086403581
-21.661958404803656,179.28898005050252,-239.1781732875956,0,0.6378638853534085,0.2183291669500146,1.2018664411200333,0.9835372741700187,1.7615452364108255,0.1962757817595425,0.0831811725064292,0.3093703910126558,0.22618921850622659,1.2474189012879329,2.694801220924003,1.0765515350094779,5.574147490194215,4.497595955184737,1.1350306719480225,2.5534731260874524,0.9757195443025295,5.391175961304461,4.415456417001932,1.4642705672181648,1891.5549347264127,974.2165606631436,3672.674244679576,2698.4576840164327,1.3603674914848989,945.8337499866816,487.1372662505368,1836.44640759997,1349.309141349433,1.3604484231139746,306.0441680123351,164.75703489231032,568.4918573315131,403.73482243920273,0.8764607489103516
-22.06972291632373,178.2755365973593,-240.3562271326072,0,0.6419637713927376,0.2213788774830776,1.2073781332472866,0.985999255764209,1.7659547204876103,0.1925105897297884,0.07941598047667511,0.3056051989829017,0.2261892185062266,1.2474189012879329,2.653608418984999,1.0534003636789702,5.500853275082516,4.447452911403546,1.1223763799121016,2.746851272085485,1.0832371669023573,5.738980409035027,4.65574324213267,1.5439554044128976,1687.901184298151,869.3277981609497,3277.2567654941454,2407.928967333196,1.213903893460104,843.9544811573563,434.6659006370558,1638.6359390549846,1203.970038417929,1.2139094667394406,290.0959591303762,156.17141267869292,538.8672872986989,382.69587462000595,0.8307876710953316
-22.3274931920822,177.2072000308211,-241.3460604903924,1,0.6508669259175822,0.22800151134934704,1.2193471114656025,0.9913456001162555,1.7755301861795505,0.2054931819498144,0.0923985726967011,0.3185877912029277,0.22618921850622659,1.2474189012879329,2.608449587015929,1.028020204845647,5.420502315965067,4.3924821111194206,1.1085037366142783,2.994874723794432,1.2211374024182178,6.185068353464571,4.963930951046353,1.6461577927329516,1434.2459281495371,738.6865216626951,2784.755538497343,2046.0690168346478,1.0314802386278121,717.1229637894938,369.34325947960286,1392.377773236791,1023.034513757188,1.031480220789303,245.64462619722215,132.2413052741232,456.2967845371117,324.0554792629885,0.7034862792547747
-20.155092088005446,183.9454309401001,-237.93636387770297,0,0.6351431812082798,0.21630536433473385,1.1982088556473047,0.9819034913125708,1.7586190815151754,0.2008587413933344,0.08776413214022111,0.3139533506464477,0.22618921850622659,1.2474189012879329,2.7509022877228824,1.1080814467452298,5.67396793125189,4.5658864845066605,1.1522647334680651,2.4886284240379584,0.9396661000698667,5.274548119682654,4.334882019612787,1.437550176974029,2182.955566853431,1124.2980181952819,4238.462515931152,3114.16449773587,1.5699368461286116,1091.664518930466,562.2451825407825,2119.593833612337,1557.3486510715547,1.570205412282381,356.62072707665953,191.98462089930143,662.44026414695,470.45564324764854,1.0213037927191126
-19.757067781000057,185.16280016600004,-238.537725732,0,0.6308013380641114,0.21307567340121591,1.192371887876513,0.9792962144752971,1.7539493692294061,0.1912806347584583,0.07818602550534501,0.30437524401157157,0.22618921850622656,1.2474189012879326,2.6999630344854326,1.079452576563139,5.583331887849371,4.503879311286232,1.1366163639419302,2.5253551191405235,0.960086023546725,5.340603711648287,4.380517688101562,1.452684052132695,2240.9106036602657,1154.1468772447956,4350.988970818761,3196.8420935739655,1.6116169192750123,1120.632064516999,577.1644756694219,2175.8376978539404,1598.6732221845186,1.6118711402342927,369.59761262985415,198.97064909179105,686.545457258216,487.5748081664249,1.058467483516901
-20.58043976622162,183.84788914829625,-239.04428442455549,0,0.6230695978815743,0.20732439903714886,1.1819777034808336,0.9746533044436848,1.7456337758461533,0.1809607299645295,0.0678661207114162,0.2940553392176428,0.2261892185062266,1.2474189012879329,2.5941613190776494,1.0199899150016807,5.395079248473992,4.375089333472311,1.1041144281266886,2.6910367001187154,1.0522044457366724,5.638593903217468,4.586389457480796,1.5209560367371366,2281.7619968791973,1175.1867651536295,4430.306709352297,3255.1199441986673,1.6409964029456463,1141.022664865298,587.6663437947848,2215.4284237705906,1627.7620799758058,1.6412001423877693,378.43882161572816,203.7302607087559,702.9684309423053,499.2381702335494,1.083787268890886
-20.511343466272667,184.53325231944748,-239.8414143454662,0,0.6292767978974567,0.211941640367194,1.1903223684621618,0.9783807280949678,1.752309705218066,0.1723898337049791,0.0592952244518658,0.2854844429580924,0.22618921850622659,1.2474189012879329,2.575147107655121,1.0093035512284836,5.361247325502456,4.351943774273972,1.0982733254862393,2.6903821538427595,1.0518405201280718,5.637416654853398,4.5855761347253265,1.5206863195301232,2190.730753042405,1128.302509425474,4253.558945614264,3125.2564361887903,1.5755286004771345,1095.533123885699,564.2376485974463,2127.1051807941876,1562.8675321967412,1.5757698547767116,363.9139062955951,195.91086001326357,675.9876976005982,480.0768375873346,1.042190272476858
-20.885652405906686,182.63488828893293,-238.56707706513657,0,0.6287968838698811,0.21158465511179372,1.1896771948299747,0.978092539718181,1.7517935510512133,0.1907181002455601,0.07762349099244681,0.3038127094986734,0.22618921850622659,1.2474189012879329,2.717455094207865,1.0892834609044653,5.6144554513773155,4.525171990472851,1.1419898666321624,2.6415111948710086,1.0246684252892382,5.54951873439549,4.524850309106252,1.5005481886719756,2251.6343869636808,1159.669998511512,4371.810445268651,3212.140446757139,1.6193292441585614,1125.9787259609448,579.9181922072464,2186.218863890282,1606.3006716830357,1.6195615584821534,373.1155596404477,200.86451468033675,693.08021413019,492.2156994498533,1.0685423119037878
-21.55446162318146,182.03218181140096,-239.8853441502285,0,0.6280266924965124,0.2110117463232799,1.1886417861165735,0.9776300397932935,1.7509651995886688,0.1749558756363143,0.061861266383201,0.2880504848894276,0.22618921850622659,1.2474189012879329,2.61468674955746,1.0315256138447488,5.4316000784742196,4.400074464629471,1.1104197722457683,2.654089027405984,1.0316616594245631,5.572140867190781,4.540479207766218,1.5057311039007848,2106.862387918064,1085.1073852871975,4090.718745268667,3005.61135998147,1.5152121933855045,1053.5373511241296,542.6083655046853,2045.5654958088983,1502.957130304213,1.5153648598907346,354.815598950123,191.0128410426211,659.0871512677176,468.0743102250965,1.0161341991929926
