target,display_lower_1pct_combined,display_upper_99pct_combined,reference_prediction_same_scale
TAWSS_vector_Pa,0.3621086863506768,5.477107912418698,True
OSI,0.038317227863860964,0.42621547101603746,True
RRT_1_per_Pa,0.1858829358006618,2.704145752168723,True
peak_WSS_magnitude_Pa,1.0868657292255857,27.337606573623013,True
VM_cycle_max_Pa,0.8370732589112195,5.854665428791921,True
VM_stress_amplitude_Pa,0.4185366285732896,2.927332714074234,True
VM_temporal_mean_Pa,0.1964676709750695,1.3867305585212344,True
