x_mm,y_mm,z_mm,anchor_5pct,anchor_10pct
-9.94527784308012,194.6830457330004,-229.636988897,0,0
-10.066017729908047,194.5259952787005,-230.4264690937441,0,0
-9.841695604955376,194.54754874199523,-230.5687016053704,0,0
-10.159483909169268,194.4492870033506,-230.74955077501065,0,0
-9.82371826245499,194.47804906451347,-231.1011324222113,0,0
-10.32786096553718,194.45727123093232,-230.4674936562264,0,0
-10.307353159657035,194.35031935695795,-231.09861584524543,0,0
-10.188277193729242,194.34214564434583,-231.4150558319625,1,0
-10.625078275095364,194.2841642914736,-230.8647955742764,0,0
-10.612917591696451,194.1974237999933,-231.3869650955345,0,0
-11.027713513323231,194.04313672311287,-231.2337015954262,0,0
-15.39773199117189,189.35334115319515,-230.95400660735345,0,0
-18.81843076493857,178.78003080945598,-231.447303370378,0,0
-18.461888010147515,178.35989593749775,-230.2037219557052,0,0
-18.58782899502972,179.82373082413537,-230.840025086582,0,0
-18.60231521566328,177.57218198138446,-230.86528670536248,0,1
-18.548846374017828,181.23725033709297,-231.27093888879563,0,0
-18.34927162754447,182.55023254255624,-231.5149115270004,0,0
-15.973793916408724,188.32601802766104,-231.1978190341431,0,0
-16.53690405696224,187.27720910043791,-231.38959203604568,0,1
-16.606853175843312,185.098262964794,-226.48731751664167,0,0
-16.38192138580052,185.51341622800007,-225.626016083,0,0
-16.3861318826653,185.7520392360812,-226.6434759502573,0,0
-16.72273479209969,184.58438984784456,-225.95455306454733,0,0
-16.866624507908355,184.4129998043745,-226.88578592696624,0,0
-17.025031727000798,183.58213890429272,-226.3265692555755,0,0
-16.69012571950804,185.21874101270083,-227.5179564531396,0,0
-16.35106550828378,186.09365553882503,-227.5035062278058,0,0
-17.544890712294965,182.2685650738476,-228.00215849003348,0,0
-17.598719398036636,181.28146594159224,-227.2863346076909,0,0
-17.311040921755005,182.48105412935828,-226.76151398845323,0,0
-17.218172646090903,183.36559291674791,-227.44013589193992,0,0
-16.543690062238976,185.82975140072384,-228.11258958958865,0,0
-16.252107358400373,186.52904268400016,-228.2722537319999,0,0
-17.119171108142826,184.1325625473152,-228.11025028810909,0,0
-17.472834296421926,183.1534440563308,-228.64866084988395,0,0
-16.923267412364922,185.01673859720268,-228.59814927295653,0,0
-16.635582585959476,185.90359063705168,-228.8987645705696,0,0
-17.898091339138336,179.95507559643394,-227.9229339246382,0,0
-17.90847066389669,181.23631347667444,-228.9691220929101,0,0
-17.741484062404997,182.353042075782,-229.10981339693308,0,0
-18.19122860428033,179.84650636067255,-229.40262013297163,0,0
-18.25693187870244,180.86278996352988,-230.1469841329028,0,0
-18.125154793561407,178.47121134729187,-228.6275989651975,0,0
-17.71566666256804,182.96819118543783,-229.59246440886363,0,0
-17.41064404379764,184.0538234760562,-229.50878498999847,0,0
-17.050098939240822,185.23338406706583,-229.650814749348,0,0
-18.067374826240805,182.04382935231683,-230.18480648311345,0,1
-17.510899765611644,184.53380483628763,-230.564840600586,0,0
-17.85206598834961,183.3441459550188,-230.50579679976445,0,0
-16.406127735400766,185.56411194400025,-221.1316771520001,1,0
-16.38861784225918,185.5009890739772,-221.86523143542323,0,0
-16.618105949274497,184.94533471350303,-220.91671438007444,0,1
-16.69573170534971,184.53566440988465,-221.6040350373131,0,0
-16.83737438658971,184.24758916316364,-220.69844566760145,0,0
-16.912544596997446,183.75897072950912,-221.4855948210213,0,0
-17.055543075605424,183.4406742988072,-220.47857560299585,0,0
-16.600154133122633,184.779960696219,-222.35540342397067,0,0
-16.379522969578336,185.4497594070508,-222.6946297986556,0,1
-17.323424242370475,181.82587020743347,-220.98323569576533,0,0
-17.411838199400854,181.46801809800013,-220.065724549,0,0
-17.25535500751399,182.51930844107488,-220.2658141356676,0,0
-17.434845753343815,180.85733569862464,-221.12479201189595,0,0
-17.168136195762916,182.62433021548685,-221.46873611856617,0,0
-17.34732134312693,181.52546892392087,-222.1782826592362,0,0
-16.805560196470804,184.0539205492587,-222.41711789231368,0,0
-16.98941844492468,183.34383633106464,-222.3260136603346,0,0
-16.63864016199333,184.6133684688736,-223.23917739095376,0,0
-16.379150149316416,185.42055194322708,-223.6337151367349,0,0
-17.506171993141738,180.23120953038568,-222.2725552284384,0,1
-17.171003789489017,182.51145232908493,-222.51944171555263,0,0
-17.088112100306397,182.89141439185573,-223.0495339902984,0,0
-17.270596215444346,182.0110845187544,-223.33508953859155,0,0
-17.447648088561873,180.9438656313169,-223.37957793944017,0,0
-17.610342833233286,179.58782466708945,-223.5005281006869,0,0
-16.902020762917275,183.66023702501025,-223.28717105549148,0,0
-16.579990195966275,184.82783080392187,-224.09378330481567,0,0
-16.80938417602239,184.0425614328801,-224.08957000086403,0,0
-16.382506769751746,185.43264128406457,-224.6157315112073,0,0
-17.599750939106197,180.18273059738584,-224.7588802777337,0,0
-17.726089187966828,178.88671260641357,-224.84920160102,0,0
-17.35609533813209,181.68975341100185,-224.4139977723384,0,0
-17.089646452812953,182.9470797555974,-224.18844228968783,0,0
-16.664674624301067,184.61822406221984,-224.92306225618285,0,0
-16.9275538888058,183.73471504540225,-225.19254180198217,1,0
-17.549094586179823,180.99594263944388,-225.89912855874783,0,0
-17.756933666395145,179.3373736827811,-225.9256098928036,0,0
-17.786021411685002,179.8387005974461,-226.92710359327523,0,1
-17.83642956119084,178.1390890139452,-226.2680239173646,0,0
-17.86069474498196,178.7559937546761,-226.791475243367,0,0
-17.21112932454766,182.62048106143413,-225.4384613680305,0,0
-17.937386546678766,178.94841912231325,-227.58917401207395,0,0
-17.959256616680406,177.4343827954408,-227.71985480974448,0,0
-17.478790872707233,179.23418415070842,-220.96298425428,0,1
-17.3970151785134,178.48728661171882,-219.66910305049123,0,0
-17.466734837715073,180.07363055640462,-219.85618602915807,0,0
-17.197018588600887,176.77106244099986,-219.4967412279999,0,0
-17.408886929049245,177.36493008962825,-221.4117403961011,0,0
-17.098032359799955,175.5308779221883,-220.5273684563521,0,0
-17.538550354913465,178.8806607367353,-222.3134352339148,1,0
-17.30751225139889,175.86993168384618,-222.30113152470707,0,0
-16.931779957592315,174.1566442617267,-221.6156657602569,0,0
-17.57734178327329,177.75240532769797,-223.4084790915624,0,0
-17.08438095717097,174.24309980147095,-223.0649318453061,0,0
-16.658700935689357,172.73475253250908,-222.66337365807,0,0
-16.85329073772552,173.05972411868976,-223.8233272682262,0,1
-16.279211551400675,171.40071054299975,-223.573037302,0,0
-17.6992753785743,177.5377937453985,-224.9417364488265,0,0
-17.498054266675133,175.97903496431337,-224.38312103685377,0,1
-17.20454993205894,174.17563240843927,-224.84051939656976,0,0
-16.76758202984415,172.52775562564543,-225.0179468003525,0,0
-17.694118692238956,176.64663268168968,-225.68111666957844,0,0
-17.526637475575267,175.2196995739409,-226.16395359401469,0,0
-17.24252137929131,173.86129366170186,-226.5227308231682,0,0
-17.800347571994163,176.29808475097823,-227.2250639167448,0,0
-17.743388421344022,175.32338142012924,-228.0264526122578,0,1
-14.09221017131696,167.1328417860109,-226.66375291746368,0,0
-13.592393673300451,166.56815681299955,-226.28277009599995,0,0
-14.150519066669997,167.26600110894344,-225.92080661355703,0,0
-13.601756684801792,166.52006453313504,-227.29773241405903,0,0
-14.672869793086852,167.94415368132414,-226.50749249717327,0,0
-14.71562996679735,168.08641024122247,-225.4925704091636,0,1
-14.388571562640236,167.47878379266865,-227.68341021714784,0,0
-13.66392374781554,166.55519537350676,-228.44533896483304,1,1
-14.470888825149135,167.53339995700605,-228.8739159502458,0,0
-13.782313728609626,166.7283469222007,-229.73176569577376,0,1
-15.767202318723442,169.91945403999128,-225.4818346339433,0,0
-15.271764518754038,169.04179164190168,-224.9732398591308,0,0
-15.801538624986556,170.14403030217505,-224.3432863605438,0,0
-15.388741198227358,169.13275091450274,-226.20818509289444,0,0
-15.107121754113605,168.58025057792796,-227.380671577584,0,0
-14.925241853575129,168.2279322226614,-228.34103397112423,0,0
-15.63721710380339,169.51153648678013,-227.31519995978493,0,0
-15.042249410727816,168.3462041570047,-229.1221261867772,0,0
-14.767399760896502,167.88004686685304,-230.02262563843863,0,0
-16.011433014412606,170.326046333157,-226.60117582569063,0,0
-16.276946403063445,171.08015998010995,-225.33876421567345,1,1
-15.52404343402428,169.1970490746319,-228.5128985705059,0,0
-16.18088980146213,170.5265420631181,-228.0553286394997,0,1
-15.501413337922184,168.96991893496934,-229.87773540108748,0,1
-16.726168933273964,172.02805500113024,-226.9703367823164,0,0
-16.195738732291307,170.2942323095591,-229.476310482728,0,0
-16.829967942039076,171.83256509541454,-229.0383999831084,0,0
-17.370079622107372,173.5659229078019,-228.48069431194003,0,0
-14.539100769312652,190.18552179544656,-228.3924716683058,1,0
-14.545659357536408,189.76696096476627,-227.825476018722,0,0
-14.284712219400369,190.4520507960002,-227.763619249,0,0
-14.818867092844874,189.90312111093377,-229.1173321618896,0,0
-14.8572953101764,189.42130524016977,-228.55889934362585,0,0
-14.893210259267104,189.0127418528168,-227.9066854740892,0,0
-15.693807087617085,187.73191582936067,-228.79820057683497,0,0
-15.805153874199036,187.3309501983516,-228.14009422406627,0,0
-15.330206175200502,188.1782947632408,-228.01369733346635,0,0
-15.24785762050496,188.5904129699552,-228.67517640752027,0,0
-15.186331893196884,189.1060145462898,-229.37110644284823,0,0
-15.112692985223358,189.61308102715125,-229.96046648292744,0,0
-16.165841541997235,186.87964968348385,-228.99953726435848,0,0
-15.952771276939568,187.5117990968837,-229.52992334968985,0,0
-15.59207599273978,188.29179189415868,-229.56451362584832,0,0
-15.55110635451371,188.7493065743549,-230.25372290684533,0,0
-16.04863521424248,187.7671784262723,-230.42557895642128,1,0
-16.622413340134322,186.23024932580924,-229.7638860222323,0,0
-16.25635679698494,187.0476941929448,-229.88517889291592,0,0
-16.558546484384927,186.8186235796912,-230.67668500712983,0,0
-17.05470005543828,185.695985807514,-230.6320814465638,0,0
-17.51757368805854,184.41544749909647,-215.35531230073667,1,0
-17.56952603089121,183.064262413541,-215.25352468652244,0,0
-16.8210414446193,178.5696718507151,-215.15551370419632,0,0
-16.6315218224084,176.9989956427815,-216.0935017639558,0,0
-17.483752552618963,181.5822529612205,-215.37061206072147,0,0
-17.350833447087638,180.19197391415767,-215.79376923537143,0,0
-17.54397913477612,181.2907911872848,-216.4640411409618,0,0
-17.515690937093012,183.6214960976164,-216.5855293016187,0,0
-17.581926840691693,182.40865442536133,-216.38051990946,0,0
-17.223045109094297,178.50607971677798,-216.926659117393,1,0
-17.045961005645452,176.91924705627102,-217.8614514368048,0,1
-17.31716134543449,178.13045447963884,-218.51763756846543,0,0
-17.504596617646417,180.34846247202407,-217.321539326325,0,0
-17.555180370540604,181.71875064478448,-217.50235970102497,0,1
-17.48096669204884,182.87918062878308,-217.75723945568487,0,0
-17.450266427931385,179.4133299588107,-218.4350277905696,0,0
-17.436243303250016,182.1568952011116,-218.9218551580756,0,0
-17.503515302018766,180.84338062387943,-218.7233128996928,0,0
-16.155519910299457,188.48965008858767,-216.69488883095423,0,1
-16.084709780125426,189.29044689585976,-215.6319187400072,0,0
-15.52780548777382,189.64978778259984,-217.0263953314592,1,0
-15.654006569717389,188.9344004317537,-217.80340338684013,0,0
-16.640826338831832,188.02091923349207,-215.42699803335523,0,0
-17.01328018371822,186.9212463674906,-215.3473834316844,0,0
-16.095123248943416,187.80689605814788,-218.03879256180625,0,0
-17.314799891391605,185.7415919047569,-215.30565825350968,0,1
-16.61198817307317,187.3350965860164,-216.68508776188165,0,0
-15.011854662400848,189.91905827500045,-218.3336264940002,0,0
-15.454816793430613,188.7467373025003,-218.92116791102336,0,0
-15.77809017778458,187.74752312592705,-219.5225018409762,0,0
-16.2816956121011,186.7932418293108,-219.00321535597905,0,0
-16.03388789425552,186.90331224694663,-220.10082530521493,0,0
-17.015139402984268,186.15053401408085,-216.5934532689849,0,0
-16.627818886268134,186.570341974229,-217.80898456345943,0,0
-17.33865342716938,184.88165495147155,-216.492561806098,0,0
-16.653053263795613,185.808067922862,-218.91247436459167,0,0
-16.38330216332092,186.11023319433124,-219.80872038309505,0,0
-16.23877122901886,186.1800087514817,-220.6412949668465,0,0
-17.025810659030473,185.2096085858791,-217.90972536397112,0,0
-17.336837270662127,184.0381830673116,-217.6147630905782,0,0
-16.62521552039726,185.38701882185185,-219.8142097800693,0,0
-16.89263285866098,184.91042942309173,-219.07614725570207,0,0
-16.475554668501655,185.52753667608832,-220.55394588026303,0,0
-16.654950450369583,185.01633935189224,-220.3883929007193,0,0
-17.137373342306738,184.2454791025256,-218.61722599919648,0,0
-17.319296669370523,183.43151724220425,-218.47402430779147,0,0
-16.806418837153565,184.72063497834463,-219.91716088571908,0,0
-17.000482102165343,184.11294897129247,-219.6721002970497,0,0
-17.195096294838528,183.4090944866664,-219.3795057308984,0,0
-15.532732145870064,175.35367941526948,-215.1721722255938,0,0
-16.47709860906404,175.81872490450849,-216.85865184838056,0,0
-15.142297842390215,173.75864624868825,-216.0270684290688,0,0
-16.037305734550202,174.61233595671757,-216.9653850166549,0,0
-15.800456230390951,173.3020809655137,-217.85274427274115,0,0
-14.700146763240603,172.20075666712182,-216.92570993784585,0,0
-14.185122238781346,170.69274519031222,-217.8653227605398,0,0
-15.283324402279504,171.68885116417596,-218.63047337751576,0,0
-14.768565582815556,170.52727747372705,-219.09937338733343,0,0
-13.587278937500638,169.29113610199937,-218.8154383009996,0,0
-16.694954402756757,175.1072961125924,-218.50189379950967,0,0
-16.000570614759525,172.46184510367755,-219.55489640118725,0,0
-16.575769046888094,173.9296610811019,-219.6655415184858,0,0
-14.772386448195778,169.68485680448336,-220.46704236118043,0,0
-15.608061606223847,171.1662586486759,-220.32294442525688,0,0
-16.41870429154574,172.71593639108846,-220.9958139272109,0,0
-15.639214183163572,170.4343282935218,-222.0628751098192,0,0
-16.191281283341013,171.7089351151349,-221.9046626275312,0,0
-11.105508131388392,170.6847987981894,-214.4866035102932,0,0
-12.557373613401156,171.83505180023622,-214.6559387010953,0,0
-14.47750566468629,174.318798403873,-214.49388214505643,0,0
-10.782351476060947,169.40331814317491,-215.78440092891097,0,0
-14.10898450814032,172.91763931315575,-215.3516164268406,1,0
-12.43312248538878,170.37356821346893,-216.15493781961567,0,0
-13.647280554116282,171.6445432946851,-216.0850921154462,0,0
-12.2343816734878,169.26679283684692,-217.29467281186743,0,1
-7.780841559725708,199.49648476552872,-215.10221816382807,0,0
-9.120646547814353,196.8126589977361,-220.49043693822844,0,0
-7.99605267311743,197.54124305411744,-220.08010164325728,0,0
-8.069210418687918,197.05280326519824,-221.40720657100152,0,0
-7.941002490793158,198.11147928121383,-218.61417660511705,0,0
-9.187113629324823,197.29444637271376,-219.0024512039313,0,0
-7.885982092703618,198.77327191769763,-216.9677430508052,0,0
-9.216709609189133,197.9088366347181,-217.34811465837225,0,0
-9.21906808553135,198.5734054182892,-215.5834548160398,0,1
-10.178516511375094,196.35456637388333,-219.5171025318939,0,0
-10.002301920422816,196.01941340739685,-220.9702570522057,0,0
-9.094058108477148,196.42317899225213,-221.7707150319969,0,0
-8.167459559052729,196.6230530651601,-222.64086110575244,0,0
-9.98240352623286,195.70930624129096,-222.08924873581995,0,1
-9.144972974422258,196.06995361738475,-222.9187058795088,0,0
-10.387090288837449,196.8004734466556,-217.8619210831165,0,0
-11.886584887384878,196.52167386187628,-214.83168561523863,0,0
-10.600703291781588,197.3144657740971,-216.1348098620584,0,0
-11.178613482202364,195.6550067687892,-218.6341920003157,0,0
-10.7840066926543,195.1120244671341,-221.37080985963576,1,0
-10.913498875072175,195.39342460170124,-220.0955898212117,0,0
-12.845251304403448,194.9058329061764,-215.68164434164817,0,1
-13.871711058649144,193.54703271335907,-215.3550200029837,1,0
-11.123492626316962,194.4813467659592,-222.0307300502613,0,0
-11.372303378038897,194.3345257946013,-221.4170613813812,0,0
-11.566117014610498,193.88819862089068,-222.0054772035396,0,0
-8.294909589708794,196.23895978777227,-223.80656955188817,0,1
-10.59390788119432,195.010476422351,-222.5007834041733,0,0
-9.965800906893456,195.4386576290496,-223.24238623408164,0,0
-9.22074940704137,195.7447837946337,-224.0724809456553,0,0
-11.730246282018689,195.7267709193971,-216.9926925574781,0,0
-11.6799506127688,194.71661404596665,-219.32268373712307,0,0
-12.09043769334678,194.7156174555869,-218.0881069347737,0,0
-12.599775483287532,194.47608395789348,-217.14682841304045,0,0
-11.427762769067808,194.57861640175608,-220.5169999088547,0,0
-11.905663539954542,193.71728306065447,-221.06243244614285,0,1
-12.078659693708312,193.87582270629565,-219.98919902027643,0,0
-12.01072827163787,193.3018424931365,-221.9958517433692,0,0
-15.202378594606056,191.54585078698184,-214.8110810558269,0,0
-13.463681058454984,193.4900639189083,-216.60076189560144,0,0
-14.476325852480796,192.15207578715803,-216.0653309341203,0,0
-15.377951179877329,190.6783778365325,-215.7817259079052,0,0
-11.166292452573902,194.22194539883773,-222.7914354395193,0,0
-11.805449339890696,193.416093057542,-222.71602759718257,0,0
-10.5800124659549,194.80155884399989,-223.5098547016508,0,0
-8.45065229572009,195.9002228753345,-224.89742578130463,0,0
-10.062759990981515,195.15907130580248,-224.2757317195845,0,0
-9.38666264844931,195.4544774572579,-225.0501830898924,0,0
-12.28882180815711,193.97736032882656,-219.056197388378,0,0
-12.471707047090318,192.81828735255388,-221.46316263345312,0,0
-12.942015447834924,193.47321511160587,-218.1050125727785,0,0
-12.7790322291173,193.096629592807,-219.4290471918343,0,0
-12.593509909246698,192.9468458473032,-220.50136698179224,0,0
-12.351316062020832,192.7736646412524,-222.40780369068952,0,0
-12.228334057371558,192.8352056109389,-223.37886297793304,0,0
-12.728210593383398,192.2059147863621,-222.99480966686528,0,0
-13.913063323544096,192.24650670298857,-217.5459552256769,0,1
-14.778491127909342,190.9462410568257,-217.2325736767314,0,0
-11.04926195528583,194.1787600539775,-223.87405460382345,0,0
-11.593922256655423,193.57310353226035,-223.4979458581402,0,0
-10.596422647736768,194.6379114575853,-224.48681979755105,0,0
-11.502510683875164,193.67332823932216,-224.2914591617965,0,0
-8.624722576672985,195.6167778614064,-225.8852579870816,0,0
-9.642578444781584,195.2094853373531,-225.7223943139572,0,0
-10.157608157184256,194.94782246236164,-225.28412062159776,0,0
-12.726781659679371,192.2019315140425,-223.80562524535185,0,0
-11.100266090622036,194.08935020003148,-224.6520619769624,0,0
-11.962286564968544,193.18930307844388,-224.1602812195385,0,0
-12.447620677655095,192.632781005516,-224.2405381452328,0,0
-14.316068650770957,191.08621189258827,-218.4898757062032,0,0
-12.828861874267634,192.17970988921465,-222.11975629514308,0,1
-12.99705441682378,192.1738999876501,-221.11096825676933,1,0
-13.536550955865774,192.2019467518157,-218.83830098491143,0,0
-13.223594703760764,192.1780199584641,-220.06438914247167,0,0
-13.936660206925724,191.1780607580402,-219.7415352213561,0,1
-13.122518012234638,191.620672310991,-223.52080839007183,0,0
-13.050570841478043,191.75157917414512,-224.09083704337047,0,0
-13.23559993487744,191.50339522286365,-222.7585378471448,0,0
-10.7709426861123,194.4344379501644,-225.2297377128776,0,0
-10.045351493150688,194.95133871770952,-226.04339502263667,0,0
-9.49699397514728,195.1768318781461,-226.46451664308785,0,0
-8.80975409126877,195.3848047885039,-226.7574591196918,0,1
-10.504610824319723,194.6729744410396,-225.97194382438173,0,0
-9.005027747166716,195.1926420809506,-227.52063493760124,0,0
-9.511118543724953,195.0931103585036,-227.10108195458577,0,0
-12.8931372957068,192.05318611275203,-224.4707789170833,0,0
-14.58423126739868,190.1518681090148,-219.54075022993263,0,0
-13.629036760007349,191.30252532238765,-220.829827349433,0,0
-13.396349655129985,191.40411216510407,-221.868069698646,0,0
-14.226709852342818,190.37524083238887,-220.67583809351623,0,0
-13.255632716926623,191.51246401348632,-224.73728003552893,0,0
-13.370762383718784,191.2474629456674,-224.1157668851448,0,0
-13.703787557431513,190.80464081427968,-222.6074671952975,0,0
-13.517841502443565,191.0186310856788,-223.4105021369737,0,0
-9.577553523297146,194.99592007160803,-227.7765735537606,0,0
-9.212070799566147,195.03139353190696,-228.18391082528376,0,0
-9.636154276266437,194.92306382839573,-228.280356282496,0,1
-9.433912312231834,194.89503881115087,-228.7552304085672,0,0
-9.984751462101617,194.86454724133645,-228.0942643388628,0,0
-10.28191711804616,194.8073932233508,-226.73850631821048,0,0
-10.0980763126782,194.86703696093548,-227.44922838463552,1,0
-9.934077410111254,194.8218232223641,-228.67124883539185,0,0
-9.67499328836588,194.7798863963337,-229.23862692614856,0,0
-9.92625563575777,194.7575889841932,-229.1821571100516,0,0
-13.936860068842435,190.5918148113921,-221.69913999905955,0,0
-15.00995175463108,189.385541193231,-219.4911875684655,0,0
-15.944565294189497,186.86254603388355,-220.9611952515669,0,0
-15.661636543062352,187.6447660114874,-220.5420839624132,0,0
-14.74985785780918,189.5421932971514,-220.39163188896023,0,0
-15.25622057475664,188.64261562839403,-220.1504256362818,0,1
-16.16594350567227,186.19937559339343,-221.3824485739899,0,0
-14.4640750723691,189.76629295175508,-221.41461552247665,0,0
-15.6276605544514,187.47394309381664,-221.5116358307021,0,0
-15.925531504839189,186.76134572910985,-221.6405174506087,0,0
-14.20332562766876,190.02244958930376,-222.36911302358664,0,1
-13.608155246867431,190.88203522309965,-224.6832233689353,0,0
-13.777757305850145,190.5743776775323,-224.02051529480065,0,0
-13.976821732209846,190.2881589858265,-223.25846073210835,0,0
-14.971207046173452,188.86901058239457,-221.29359443843143,0,0
-15.366164534843891,188.1204004756248,-221.14209008645128,0,0
-16.10752984052853,186.22563764533896,-222.1954347727135,0,0
-15.255549629258567,188.1420953521653,-222.08905700908684,1,0
-14.727711319083548,189.1200226548945,-222.2587777396429,0,0
-15.717943063368503,187.1052176234164,-222.4696637652573,0,1
-14.46849633345836,189.4528443327002,-223.1714332013757,0,0
-15.388370481417072,187.73136858625853,-223.06190421182004,0,0
-14.010178507613,190.16810466817503,-224.6882523930436,0,0
-14.233416853166489,189.79570881296587,-223.9463480129775,0,0
-16.06624392606641,186.2398212841524,-223.10194024347123,0,0
-14.981479844133451,188.51867171733767,-223.158485214412,0,0
-15.750790555849315,186.9306275064372,-223.52243191505227,0,0
-14.73874906304302,188.8924950883638,-224.02162090495287,0,0
-15.286821091662857,187.85852207441155,-224.0063455996817,0,0
-14.464044500634795,189.35961375405543,-224.7553793419612,0,0
-15.783809180759189,186.8302732770974,-224.4861452586008,0,0
-16.124192610903183,186.0710303608768,-224.0167042741828,0,0
-14.96770117987971,188.44264938172176,-224.88565387995968,0,0
-15.489728337473968,187.4442132007917,-225.0864698871346,0,0
-16.118517463268557,186.09162525219568,-224.7550512237291,0,0
-15.96628233448048,186.46574644908685,-225.3357241859308,0,0
-13.418587622289882,191.35168574607283,-225.3249076252725,0,0
-13.55391328362028,191.0324402336152,-225.0925690300081,0,0
-13.709798949230311,190.8296634476865,-225.5954444874037,0,0
-13.613439628361029,191.16455564663244,-225.9592416954811,0,0
-13.781419339883795,190.60852401696988,-225.1169323306385,0,1
-13.912680692229795,190.54140863235008,-226.1069969936813,0,0
-13.837089339221691,190.93574678406904,-226.6045687483328,0,0
-14.066958991004638,190.4191367944852,-226.744101530122,0,0
-14.067106184563196,190.68772901237853,-227.21563974171,0,0
-14.064386829003736,190.1245645047237,-225.54545959414057,0,0
-14.62062490575418,189.09875849885177,-225.60201126481056,0,0
-14.293560551835084,189.82141846522447,-226.3862970909252,0,0
-14.30756543687388,190.0396460828304,-227.1988683352548,0,0
-15.131632048542256,188.1675143737024,-225.73879319133604,0,0
-14.829343648323343,188.7982113435025,-226.43078858337591,0,1
-14.622741706231372,189.3398260391737,-227.16442857247856,0,0
-15.624416064285564,187.2363812583245,-225.8728321887293,0,0
-16.033963720108847,186.42025503676183,-226.05129308426007,0,1
-15.905795439481414,186.8679338620236,-226.94147595475724,0,0
-15.379242600632852,187.79709572953053,-226.5574216964472,0,0
-15.038622428849516,188.54598571849647,-227.24363197524625,0,0
-15.496669879177295,187.71833814635,-227.33520212059184,0,0
-15.94356256483468,186.96080408401687,-227.64156975869813,0,0
-11.305778909827325,165.41284329714398,-223.22433632099947,0,0
-9.82678418975026,164.79413906999923,-223.1827614769998,0,0
-10.89001694716302,165.6122261132661,-222.05808054469824,0,0
-10.993351982643842,164.96875823274763,-224.26017622539388,0,0
-12.37708646581198,166.30371356002007,-222.5603675643335,0,0
-11.889299393898098,166.63977809889548,-220.96281209478497,0,0
-12.117671068973404,165.71014196646203,-223.8854552982968,0,0
-12.94627787092509,166.42159453074456,-223.65944079246748,0,0
-12.021592055447,165.36519710164532,-225.12026106731903,0,0
-13.461343260721948,167.07061291966804,-223.06279154608,0,0
-13.370690465683328,167.52256234887787,-221.55432241602009,0,0
-12.78421789959153,167.85243362535877,-219.90065991021063,0,0
-13.880598658085692,168.49584194973076,-220.59316720144352,0,0
-13.041853213018838,166.2787312162547,-224.6380537643094,0,0
-12.881043089497211,165.94109664472464,-225.7767427778974,0,0
-13.498481666830182,166.88288692678924,-223.9248797749749,0,1
-13.596562160036074,166.67146697511916,-225.5365189201574,0,0
-13.968654855284129,167.42591728332724,-223.8101866773132,0,0
-14.295121838982336,168.0502744753303,-222.93503464663505,0,0
-14.56257374768231,168.767271626099,-221.83371338669835,0,0
-13.94554693239258,167.1934784167075,-224.7965663998944,0,0
-14.61122140760957,168.15282120911442,-224.24767991662983,0,0
-15.122126096549133,169.1588476116145,-223.23056010249928,0,0
-15.725760355512511,170.2238994226442,-223.31032741149164,0,0
-11.875782180455724,193.35821983105464,-224.76944384783627,0,0
-11.561235262224256,193.68379624552176,-225.0271225297327,0,0
-11.007213655472276,194.29298652794,-225.8921125682485,0,0
-11.2530095342162,194.0183453881337,-225.4787365220588,0,0
-12.609836843678636,192.5384330614024,-224.81428934872068,0,0
-12.270327957012324,192.946711393207,-224.7849240544992,0,0
-12.00647438688416,193.3022000255805,-225.3332956195275,0,0
-11.699787391482396,193.6294897506097,-225.61497647114464,0,0
-10.974080459412734,194.40985906287227,-226.58645460530573,0,0
-12.975717957994837,192.13536641027247,-225.3174028868756,0,1
-11.5329032639693,193.87575811824053,-226.17328285214603,1,0
-12.489645240906611,192.8195951205172,-225.4829018590713,0,0
-12.876473019016077,192.44273319117173,-225.9480922920108,0,0
-10.388607391060624,194.7257337494572,-228.40008214350945,0,0
-10.44558499518216,194.67086778904743,-228.90640262236937,0,0
-10.319363858044069,194.6555979595173,-229.38867729271112,0,0
-12.079112718169378,193.34130705222225,-226.03385869200224,0,0
-10.563748223658283,194.677090393714,-227.9334489937877,0,0
-11.548270755233064,194.0039378253016,-227.0100357553333,0,1
-10.86952428967827,194.5240523637325,-227.23347816981948,0,0
-11.211287555268711,194.3227650739375,-227.7466684730517,0,0
-10.714080299097848,194.52491312210628,-229.36310482970657,0,0
-10.407393231323226,194.5856304942235,-229.6949838151464,0,0
-13.245778548944884,191.903166112268,-225.98357928611208,0,0
-12.090858285850784,193.44353070109432,-226.66859912393787,0,0
-12.553069950120356,192.90556927204705,-226.3060155677812,0,0
-13.039883997247536,192.37027164093743,-226.5331577506545,0,0
-10.907386392248563,194.497959933579,-228.4592808456495,0,1
-10.926231284746525,194.4598590811841,-228.9982073312717,0,0
-11.80247887345043,193.86104889738888,-227.76873948897443,0,0
-12.116200995311615,193.51816328912545,-227.2817376268248,0,1
-11.47943237589194,194.13865287530768,-228.2224468850022,0,0
-11.476450732238716,194.13042843800943,-228.7649607040386,0,0
-11.1796337898074,194.284379418313,-229.38177045117607,0,0
-10.83540174813824,194.42664725863764,-229.69860998753475,0,0
-10.708273364321972,194.41685525948645,-230.0669882885093,0,0
-10.832644519344612,194.29720613307225,-230.413277436747,0,0
-13.48812039826303,191.6999289505428,-226.59609415441776,0,1
-12.619325417523758,192.97890443029289,-227.0992478344233,0,0
-12.375900645990072,193.3207807589568,-227.7881204743413,0,0
