x_mm,y_mm,z_mm,anchor_5pct,anchor_10pct
-24.495041297277933,179.2630791175913,-247.27243573948653,0,1
-24.19515753718741,180.2247371624505,-246.7323594050484,0,0
-24.33660606526992,180.05641999665593,-247.14908461791697,0,0
-24.245464766424824,180.44718854894515,-247.16719025191364,0,0
-24.611645022900003,179.46637434500002,-247.808511386,0,0
-24.511623050048613,179.832146275275,-247.6719550962661,0,0
-24.015469203220285,180.4578872637518,-246.24336109945168,1,1
-24.06941230115389,180.7195714224281,-246.7366698867213,0,0
-23.86741076175565,181.0212414644309,-246.26183908273907,0,0
-24.5506052852,179.955712858,-247.956077029,0,0
-24.40297547065428,180.19643170588824,-247.5671450157897,0,0
-7.131954259573682,163.6436321681723,-231.61817135164648,0,0
-5.6428824013882375,163.717801877898,-233.06482913857863,1,0
-9.000356345813897,163.99090604123555,-232.0434244618937,0,0
-6.242830240727177,163.84781802502792,-234.9565128882384,0,1
-7.73821461419782,163.78573834178837,-233.46152757337063,0,0
-8.337721083469923,163.9136832897562,-235.24337300516143,0,0
-6.904522781773369,163.9593876538549,-236.8301274384685,0,0
-7.610074883547746,164.02922221695167,-238.6911543508532,0,1
-8.992218436909234,164.02156103870738,-237.11561006360384,0,0
-10.683721875991912,164.56679014971837,-232.38878025204696,0,0
-9.718045590059033,164.19371078005074,-233.83114756371728,0,0
-10.19089445081888,164.29332740035437,-235.6133029422772,0,0
-9.699897670392124,164.09073099016734,-238.90546235874217,0,0
-8.342083846871006,164.03986715029896,-240.54577842778207,0,0
-10.432966056629091,164.10683050883912,-240.7471797514291,1,0
-9.10784407438,164.00706458699997,-242.437065417,0,0
-11.241815491643914,164.10068678705446,-242.5526291462727,0,0
-12.238829350764467,165.36853673672698,-232.47619537761872,0,0
-10.91162640945667,164.42259291929457,-237.3711860355349,0,0
-11.651459756200952,164.9274620208273,-234.2225971192535,0,0
-11.710587725355074,164.8064439606274,-236.1215595466361,0,0
-13.037963561973449,165.78684464998767,-233.65848520278809,1,0
-11.68011371825218,164.5159326967129,-239.10354896602828,0,0
-12.495878100241992,164.5595814592854,-240.89646297772765,0,0
-13.282877903392388,164.54914813362092,-242.77321870717967,0,0
-13.633261010023714,166.3796406599596,-232.51710935675555,0,1
-12.681345284337082,165.09793829213237,-237.4786001484601,0,0
-13.200965987758678,165.64488319777846,-235.57931762955133,0,0
-14.203686824638844,166.61732438099884,-234.13884297881165,0,0
-14.76596013625629,167.46336744302417,-232.6150857564423,0,0
-13.559589973101588,165.24385754360364,-239.2741924215251,0,0
-14.396841256437812,165.27621019714354,-241.1765640347357,0,1
-15.212852241017764,165.26388515026,-243.07093721243564,0,0
-14.420691715240537,166.09326182639376,-237.53617397437768,0,0
-15.075282469713526,166.9750674085464,-235.99471503434657,0,0
-15.543849312423806,167.95480426056125,-234.19418253051373,0,0
-15.919409252597172,168.9322095539813,-232.6125473785453,0,0
-15.37856922522025,166.24947120767257,-239.5723661513811,1,0
-16.203129317143777,166.24333827622337,-241.50794975848808,0,0
-17.021669296406696,166.2027224216712,-243.4324422240176,0,0
-16.31362476843284,167.52657083586,-237.9946992114789,0,0
-16.46010538442555,168.43068245536332,-236.02018393601227,0,0
-16.72143935052029,169.5779406048991,-234.1133791056941,0,0
-16.86240969274017,170.56378919020048,-232.44067393439207,0,0
-17.54809311245858,172.2672411586209,-231.98748230074847,1,1
-17.985017795421616,173.75304757813282,-231.5552605189162,0,0
-17.06698704738526,167.4870750364861,-239.9895592290657,0,0
-17.850251825308177,167.40437789726843,-241.9242838659373,0,0
-18.69004076039246,167.35059783552842,-243.85233005733443,0,0
-17.339373405649606,168.9747443436689,-237.3597814821418,0,0
-17.767030982087512,168.77319841299115,-238.88140821061145,0,1
-18.20436555474108,169.98093522208475,-237.81781205266225,1,0
-17.741965915840947,170.3268970473773,-235.9265137353331,0,0
