n_points,median_OOD_percentile,p90_OOD_percentile,fraction_OOD95,fraction_OOD99,development_calibration_p95_distance,development_calibration_p99_distance
4055,0.0,0.3333333333333333,0.0,0.0,62.57911076938696,62.781842331737685
