target,selected_model,mean_R2,mean_MAE,mean_Spearman,mean_Top10_overlap,mean_NMAE,R2_P1_holdout,R2_P3_holdout
TAWSS_vector_Pa,LGB_local,-0.4104338136543231,0.4282508494393272,0.07481975247258388,0.0256620115995116,1.1827887145415228,-0.11083643198044868,-0.7100311953281975
OSI,LGB_smooth,-0.4210361752880718,0.11031745679874919,-0.21809599871439106,0.025175518925518926,0.598379223867978,-0.3602623027401244,-0.4818100478360192
RRT_1_per_Pa,LGB_local,-1.721448822249946,3.7884747651053887,-0.11714088455784302,0.06612103174603175,1.4611749150984057,-0.023745298254377323,-3.4191523462455145
peak_WSS_magnitude_Pa,LGB_local,-0.3567548274631913,2.1896448981908323,0.4116663431775236,0.023075015262515264,0.9383883775796187,-0.11091064346895663,-0.602599011457426
VM_cycle_max_Pa,LGB_smooth,-0.3607198342453083,1766.168145520331,-0.09437793631604338,0.07417200854700855,0.7840945485547477,-0.3731972637339933,-0.34824240475662327
VM_stress_amplitude_Pa,LGB_smooth,-0.36071983239058336,883.0840697926551,-0.09437793631604338,0.07417200854700855,0.7840945503091016,-0.3731972605770024,-0.3482424042041643
VM_temporal_mean_Pa,LGB_smooth,-0.36473310003488324,450.1865505025174,-0.12260185819781458,0.0589915293040293,0.7756408737236448,-0.15723322187307742,-0.5722329781966891
