x_m,y_m,z_m,TAWSS_vector_Pa,OSI,RRT_1_per_Pa,mean_WSSx_Pa,mean_WSSy_Pa,mean_WSSz_Pa,mean_WSS_vector_magnitude_Pa,peak_WSS_magnitude_Pa,t_peak_WSS_s
0.0054094228934778,-0.1891797907224235,-0.3051782942775476,0.4345982570025549,0.1382106602420099,3.179993688693557,0.05621966239914138,-0.03377263331022144,-0.30755104399209776,0.31446603292185527,2.1459285337617184,0.2
0.005480602880201,-0.188925146706288,-0.3063428233770667,0.4552678073146026,0.13772931321826587,3.0315858279234673,0.06264187121277559,-0.050496467631972304,-0.3198967981145289,0.3298603624509506,2.316604352047041,0.2
0.005093975580264,-0.1880069756695298,-0.3056083683663853,0.4259915923605404,0.14958489909325468,3.349547671353481,0.05235053251034105,-0.030267675928691992,-0.29235947511253774,0.29854777364488777,2.1055898318326736,0.2
0.0052907839520309,-0.1879944625373979,-0.306880346411966,0.44544329306026703,0.14541920659899232,3.1656461793609054,0.05646965445040961,-0.04578199261402,-0.3074125621108297,0.3158912725369341,2.2832165174411547,0.2
0.0055521158660349,-0.188702396429675,-0.3073603736096788,0.4663870065518276,0.14199474843422943,2.9945678968205063,0.06639273420239494,-0.06762895527241686,-0.32020761062509134,0.3339379952151874,2.4102453224576785,0.2
0.0054267075968327,-0.1880720675495996,-0.307630294751697,0.4586021366415084,0.1471861450186262,3.090212173415528,0.06378502328686704,-0.06844753849623404,-0.30978202446718806,0.32360237546237064,2.390258825036095,0.2
0.00562594791996,-0.188502535076,-0.308269503608,0.4861513503385302,0.14061855654910033,2.861823590062253,0.07082567604951141,-0.08839135070708043,-0.3305605906062071,0.34942754804053,2.6100896285594724,0.2
0.0053116546744114,-0.187487418961009,-0.3075287353895646,0.4397557075572938,0.15442145181233435,3.290120041823594,0.05675855669308717,-0.056755235163903565,-0.2931501357390036,0.3039402779497785,2.2458558584472614,0.2
0.0054823320401933,-0.1877099354383651,-0.3083492813303796,0.4645636306161381,0.1541608439822778,3.112079154448196,0.06284481034927193,-0.07245368877673722,-0.3066807039404096,0.3213285878576281,2.413876271424523,0.2
0.0048201328028706,-0.1860312987910001,-0.3051224612953043,0.390198313431536,0.16584624266559606,3.8347606972355255,0.04580322773477818,-0.014122146481691297,-0.2563296858546908,0.2607724650773903,1.8498240846285383,0.2
0.0049101375396059,-0.1868328856239464,-0.305564363801979,0.4004928281816755,0.16103949165549158,3.6832072656245844,0.04741536838067743,-0.01455471806381877,-0.2669336123169023,0.2715025052575812,1.9317136018399885,0.2
0.0051058189365539,-0.1869935140687441,-0.3066156613980295,0.42363170068957373,0.16025783841256852,3.4740183449715563,0.05094705494315365,-0.035166944328467974,-0.28111552617320923,0.28785109941847115,2.082018653490156,0.2
0.0052687410042263,-0.1867568451498405,-0.3075555624084886,0.4304970342989556,0.16098161849759418,3.4259150842015513,0.05379532363340698,-0.04152116776647417,-0.2838722804230983,0.2918928156192352,2.1573443440315216,0.2
0.0050258902299928,-0.1860417139639602,-0.3062195172221572,0.40252035614412457,0.16620240167122086,3.7213365496323556,0.04944517176692793,-0.019881304561189434,-0.26338318065176636,0.26872065631870723,1.940198295349209,0.2
0.005409327218801,-0.1869199135360549,-0.3082841356978839,0.44846002062164314,0.1603002647890414,3.2820943645037284,0.05630574292543784,-0.05502179734576716,-0.29433705274223404,0.3046835005157464,2.2881247039213934,0.2
0.00540475637563,-0.186038671188,-0.308139196697,0.4365509918002551,0.17170964433271269,3.4888066434033576,0.0524911911494856,-0.04113424867624711,-0.27876505535408536,0.28663096073002553,2.1541880014389347,0.2
0.0052174016266878,-0.186042910656451,-0.3072043160483171,0.4230558608422459,0.16627066597298057,3.5414238403577154,0.05130330441240103,-0.04009683176861448,-0.2747623184334004,0.28237230139022024,2.0887818067993296,0.2
0.0072606262689441,-0.1931262624006173,-0.3051086441956322,0.5722074001517384,0.10938611510990681,2.2370148003837547,0.07964406676850914,-0.05762154816976185,-0.43608177502014794,0.4470243110722613,2.950530499107537,0.2
0.0072080651981556,-0.1928689472872167,-0.3060605548377304,0.5959246476637176,0.10913483476041891,2.1466027879700973,0.06898435428883708,-0.0863361927774111,-0.4525545856064071,0.4658523717588362,3.167470942571803,0.2
0.006908529914573,-0.1924227940467426,-0.3052270920581776,0.5513523100526933,0.1115783192985329,2.334733649756629,0.0757864215965173,-0.05934054525979808,-0.4173587517912922,0.42831438185860704,2.8448501001761395,0.2
0.0068663059598704,-0.1921415935255545,-0.3062304948659938,0.5795367133356067,0.1130721059275705,2.229764574036571,0.07454689737343709,-0.09101527122730554,-0.4327717106255817,0.4484778400572072,3.0717131165896125,0.2
0.00713059586887,-0.192648809512,-0.306954464828,0.5966971979612474,0.11883015465433255,2.198353200149865,0.050329311810772055,-0.10976534125831201,-0.43856557594877393,0.45488595733016357,3.217319991901362,0.2
0.006551679350985,-0.1916428860329609,-0.305419588624644,0.5362117790523255,0.11330428094198747,2.4113724243302346,0.07784651763705634,-0.06547096594294528,-0.4020334419801185,0.4147015989360303,2.788804371336178,0.2
0.0050150166890868,-0.1850449127724624,-0.3056720635349591,0.3900606077424268,0.17574863361982368,3.9532665376917646,0.04711591314342463,-0.012062302063005953,-0.24823579685729447,0.25295537006312774,1.812267680333964,0.2
0.0052043371982136,-0.185182125832632,-0.3067040980814742,0.40656643240772183,0.17260057530140888,3.756302623015384,0.05062847617530868,-0.02012259005578882,-0.2605849541569959,0.26621923214409354,1.9410133647922712,0.2
0.005250922567845,-0.1844187248752055,-0.3063141473932087,0.39608503120917804,0.17971361095509003,3.9413326517607556,0.04868555150972662,-0.015258146994711244,-0.24853852501283075,0.2537212888014562,1.8520215879903397,0.2
0.0054299287295225,-0.1843167862021646,-0.3070664111053988,0.3974753080057645,0.18550867855322523,3.9999188862146005,0.04918755738193024,-0.013388285311173852,-0.2447526769988934,0.2500050697143934,1.848835607530221,0.2
0.0054675094178576,-0.1850284150425079,-0.3078612165904145,0.4181260262184595,0.17810219851951226,3.714880028096204,0.050645220671390836,-0.03010559364239991,-0.2626608672004612,0.2691876971629898,2.0220665822447947,0.2
0.0055966289974815,-0.1853490598941849,-0.3086990450722308,0.426719487114488,0.18119948775395345,3.675433060034264,0.05015940881700434,-0.040954993624753355,-0.26425839171559085,0.2720767821549381,2.085864390540745,0.2
0.0055879654824492,-0.186031378146819,-0.3090301205985158,0.44362471794607083,0.17027068915355176,3.418194044839686,0.05491884107914807,-0.05177517484496898,-0.2826482084413188,0.29255214504561583,2.233795760044479,0.2
0.0051491788503189,-0.1838858815029326,-0.3052945087564224,0.38690849948862915,0.1783203042567228,4.017335335604136,0.04811437986118046,-0.010526334555595578,-0.24399994856679327,0.2489212167919803,1.779452516363785,0.2
0.0054745000324058,-0.1835178182872139,-0.3064065773365323,0.38510837714161134,0.190411803838048,4.193751035965963,0.047890437246138236,-0.008742998592328292,-0.23342766747211763,0.23845001561225632,1.7591585281126172,0.2
0.0055772882211867,-0.1826585675178544,-0.3057516580982926,0.37901772956052704,0.18529706233552645,4.191888107447928,0.04972589817090863,-0.0040497461175056865,-0.233280717135405,0.23855598583923368,1.7312894191271964,0.2
0.0056468429268423,-0.1836446308266908,-0.3073496497277322,0.3902570441323218,0.18841230320177382,4.1118659939712305,0.04754101399198342,-0.01687468090338254,-0.23790891091170246,0.24319858708094774,1.8144919194255966,0.2
0.0056395905799386,-0.1841120451777487,-0.3078332713022963,0.40021562908060004,0.18704450147764484,3.9920261125796843,0.04806590035041593,-0.026119320407635187,-0.24445322948192008,0.25049936343071433,1.89145176343184,0.2
0.0082543365406935,-0.1774961974105822,-0.3055005387801416,0.35153539693730895,0.22334651422560947,5.141203517801813,0.050979290170746316,-0.008797304762031296,-0.1875011652109347,0.19450698587158108,1.557402305516317,0.2
0.0069670907665839,-0.1859862483110607,-0.3150958092932677,0.5236485742941681,0.19829710412486773,3.164831555521781,0.04526813690228988,-0.1269171229136903,-0.28579977716788346,0.31597258257086974,2.6353696216750477,0.2
0.00713204936406,-0.185993672742,-0.315731325635,0.8718726867142219,0.3647519156139464,4.240194799670655,0.042847838538655036,-0.07250338267108355,-0.2202884221042417,0.23583822141324082,3.436204967225375,0.05
0.0071560177125182,-0.1854372840655244,-0.3153297574037063,0.5191616617874717,0.19695853148450593,3.1780836830139108,0.0495809477758546,-0.12196285129628388,-0.2857876434249084,0.31465502477003937,2.6585063639542468,0.2
0.00699312660531,-0.1853730152379511,-0.31467394402258,0.5352873340995374,0.1923020541162851,3.035697129992407,0.04873736424152107,-0.13254546911208134,-0.2976066282022914,0.329413626319995,2.6493783104829545,0.2
