x_m,y_m,z_m,VM_cycle_max_Pa,VM_cycle_min_Pa,VM_stress_range_Pa,VM_stress_amplitude_Pa,VM_midrange_stress_Pa,VM_temporal_mean_Pa,t_VM_max_s
-0.0264833769693591,-0.2127740419322029,-0.2084847696037651,2865.7313195983097,1.0902084055331119e-07,2865.731319489289,1432.8656597446445,1432.8656598536652,650.5023398296898,0.05
-0.0259893147085965,-0.2139066427368378,-0.2084659611311828,2628.3598310110315,1.2786359623009388e-07,2628.359830883168,1314.179915441584,1314.1799155694475,620.4596388244353,0.05
-0.0254211953178299,-0.2125670095789422,-0.2089594171650402,3042.257758273077,1.1473299034466296e-07,3042.2577581583437,1521.1288790791718,1521.128879193905,697.5715872464577,0.05
-0.0263905138747257,-0.2111876865315699,-0.2086751793806291,3089.37505083262,9.45750524500641e-08,3089.375050738045,1544.6875253690225,1544.6875254635977,687.0928623466699,0.05
-0.0248526480421999,-0.211318878641,-0.209354638055,3335.0246400483134,1.0787564226287297e-07,3335.0246399404377,1667.5123199702189,1667.5123200780945,765.1788455243469,0.05
-0.0273945049820611,-0.2123211900933369,-0.2081363239168032,2956.7294263629096,1.0000751329107485e-07,2956.729426262902,1478.364713131451,1478.3647132314586,652.1877145599184,0.05
-0.0281261759763851,-0.2111322088253218,-0.2078419612735107,3129.180059050628,7.896801948678435e-08,3129.18005897166,1564.59002948583,1564.5900295647982,670.6576170600941,0.05
-0.0272317365916908,-0.2137733885885889,-0.2079909392992949,2636.352387950953,1.1755869236032139e-07,2636.3523878333945,1318.1761939166972,1318.1761940342558,601.6969118790381,0.05
-0.0265646913827582,-0.2153461600505074,-0.207880384572832,2433.137801425218,1.4064836581079646e-07,2433.13780128457,1216.568900642285,1216.5689007829333,568.4626699227987,0.15
-0.0282650077155287,-0.2150805207138251,-0.2072629254629558,2302.393886856167,1.2362718629830646e-07,2302.3938867325396,1151.1969433662698,1151.196943489897,525.4307922627314,0.05
-0.027146678427942,-0.2169017375016719,-0.2071947019126548,2252.0781299421137,1.4856441097375266e-07,2252.078129793549,1126.0390648967746,1126.0390650453392,528.6842694862743,0.15
-0.0288586577200066,-0.2128584503621582,-0.2073837249454258,2876.197530176447,9.387565221309449e-08,2876.197530082571,1438.0987650412856,1438.0987651351613,620.9662603019401,0.05
-0.0297863616745499,-0.2147151144041859,-0.206643299905471,2398.396534060713,1.0517623361361547e-07,2398.3965339555366,1199.1982669777683,1199.1982670829445,530.3666575305398,0.05
-0.0294984736674741,-0.2189570370314584,-0.2055685654459585,1808.6796692665505,1.5382846378941793e-07,1808.679669112722,904.339834556361,904.3398347101895,419.9394033670248,0.05
-0.0283315078442141,-0.2204735015084199,-0.2054351024680544,2026.0349568778756,1.7853730336928693e-07,2026.0349566993384,1013.0174783496692,1013.0174785282064,469.72999781820994,0.05
-0.0277385976134517,-0.2186072781451187,-0.2063872050895348,2104.211296129836,1.640171870751968e-07,2104.2112959658184,1052.1056479829092,1052.1056481469266,498.96969193998837,0.15
-0.0302202591576229,-0.2208145311431324,-0.2045438167805244,1758.127168879153,1.6916538544971365e-07,1758.1271687099877,879.0635843549938,879.0635845241592,396.6345250686488,0.05
