x_mm,y_mm,z_mm,VM_cycle_max_Pa,VM_cycle_min_Pa,VM_stress_range_Pa,VM_stress_amplitude_Pa,VM_midrange_stress_Pa,VM_temporal_mean_Pa,t_VM_max_s
-23.607769070111228,178.1910736875228,-244.49383234229916,792.4496110415295,3.844542913986e-07,792.4496106570751,396.22480532853757,396.2248057129919,193.04570913501826,0.05
-22.485690741614707,181.31948888430955,-241.99173209555852,1979.8798437730427,7.069600639780312e-07,1979.8798430660827,989.9399215330413,989.9399222400014,301.50627006948446,0.05
-23.67922776301333,179.03114212447215,-244.64680700505247,1036.1510483795955,3.879283163493342e-07,1036.1510479916672,518.0755239958336,518.075524383762,219.8975648543789,0.05
-23.118743445903004,179.46921090082725,-243.0952164742719,1617.0458416731944,6.259083863930317e-07,1617.045841047286,808.522920523643,808.5229211495514,268.86163144303526,0.05
-23.446047295665405,179.6649433793786,-244.05591383042477,1454.8053329054555,5.134431445545803e-07,1454.8053323920124,727.4026661960062,727.4026667094494,259.2816526834354,0.05
-22.951292910997918,180.20972121030053,-242.78005908862127,1824.51314028788,7.626963825558721e-07,1824.5131395251838,912.2565697625919,912.2565705252882,288.6452764058679,0.05
-22.18408060178698,182.33432002124135,-241.952970457664,2081.4009595650336,7.921690848940776e-07,2081.4009587728647,1040.7004793864323,1040.7004801786013,320.64097513910195,0.05
-21.78187824198337,183.45299674182212,-242.08198021002457,2238.1639127951453,8.70337447639615e-07,2238.163911924808,1119.081955962404,1119.0819568327413,350.5589260539547,0.05
-22.28128220197741,182.96538542299464,-243.0061535810012,2211.5685694954213,7.694589550933945e-07,2211.5685687259625,1105.7842843629812,1105.7842851324401,350.9621733408466,0.05
-22.85953211751394,180.99844019317345,-242.87671399452205,1933.3832990394856,7.345937240315471e-07,1933.383298304892,966.691649152446,966.6916498870396,301.9956370519914,0.05
-23.208949710926536,180.36559696336363,-243.5816480408875,1725.442424131906,6.430865374072476e-07,1725.4424234888193,862.7212117444096,862.7212123874963,285.0304247986365,0.05
-23.907005624880824,178.49912406617491,-245.3113470954748,660.9012333567397,2.944790371965019e-07,660.9012330622606,330.4506165311303,330.45061682560936,164.07230725713302,0.2
-22.62795464365586,181.95577671085232,-242.9166948353336,2029.1646739763844,7.084338630341855e-07,2029.1646732679505,1014.5823366339753,1014.5823373424091,318.2125290561977,0.05
-23.078606378270244,181.4140332571636,-243.83493727335335,1894.4941440788132,6.707160830135697e-07,1894.494143408097,947.2470717040485,947.2470723747647,307.9585845309122,0.05
-22.7063150094479,182.5134094937476,-243.8199987050968,2129.9555379857343,7.463292821626763e-07,2129.955537239405,1064.9777686197026,1064.9777693660317,339.3131445109052,0.05
-23.945489577806757,179.2620171658194,-245.4545687749205,712.466595193603,3.0315512044104365e-07,712.4665948904478,356.2332974452239,356.2332977483791,192.21213324923377,0.05
-23.450318908975905,180.5645712828364,-244.40436104696332,1606.7886796807868,5.118058589120298e-07,1606.788679168981,803.3943395844905,803.3943400962963,279.3478836259559,0.05
