target,selected_model,mean_R2,mean_MAE,mean_Spearman,mean_Top10_overlap,mean_NMAE
TAWSS_vector_Pa,LGB_local,-0.8200979855779956,0.6404676114778635,0.39593769274050855,0.157293836337954,1.2734163300953016
OSI,LGB_smooth,-0.3942643828184727,0.1031179827796988,0.11390219081702836,0.05435789700495584,0.5799750397575003
RRT_1_per_Pa,LGB_local,-0.06678127731012595,2.8776931397721364,0.3705471222526872,0.22475310637075344,0.7874742197592756
peak_WSS_magnitude_Pa,LGB_local,-0.7253512855870641,3.1923205651433517,0.6850485011760007,0.2885557321219086,1.0363540037057473
VM_cycle_max_Pa,LGB_local,-0.7756653931796308,1578.5024177046132,-0.07952808709433802,0.11182545667839787,0.8497624200555021
VM_stress_amplitude_Pa,LGB_local,-0.7756397846393835,789.2067933982734,-0.07914251056942449,0.11182545667839787,0.849729077575588
VM_temporal_mean_Pa,LGB_local,-1.1027382150216354,403.8228653457539,-0.08937487160903655,0.03167892156862745,0.9062807313382963
