val_patient,target,variant,calibration_fraction,R2,MAE,RMSE,Spearman,Top10_overlap
3,TAWSS_vector_Pa,zero_shot,0.0,-1.7713038422618261,0.3151869308153867,0.6050854756074723,0.1992938653651163,0.04375
3,TAWSS_vector_Pa,affine_only,0.05,-0.010700409156256363,0.16767210050740242,0.37080622079015785,-0.20608506043226066,0.006578947368421052
3,TAWSS_vector_Pa,local_only,0.05,0.25061199908056864,0.1386849863690741,0.3192928240922558,0.5560565732029679,0.5789473684210527
3,TAWSS_vector_Pa,full,0.05,0.29786619262640746,0.12656084226361022,0.3090620870254378,0.6242165784550838,0.6118421052631579
3,OSI,zero_shot,0.0,-0.6379038759128708,0.1028192949190737,0.1254647039121283,-0.07338839062970211,0.05
3,OSI,affine_only,0.05,0.0033448759120984217,0.08215446395161564,0.09821108808774098,0.07625865952686146,0.08881578947368421
3,OSI,local_only,0.05,0.4442469043541004,0.05463856779313344,0.0733379921944626,0.7111648073602931,0.3651315789473684
3,OSI,full,0.05,0.4890738946900398,0.052848110545903014,0.07031809833132573,0.7353283503128796,0.3815789473684211
3,RRT_1_per_Pa,zero_shot,0.0,-0.34458096611937505,1.7711637507858782,2.794908799746121,0.04266071444563863,0.0625
3,RRT_1_per_Pa,affine_only,0.05,-0.04272579032036883,1.2851711020041248,2.4409930543110017,-0.04561959600878881,0.08223684210526316
3,RRT_1_per_Pa,local_only,0.05,0.07336230323433823,1.1096711032087478,2.3011051687288644,0.5661603924105879,0.27960526315789475
3,RRT_1_per_Pa,full,0.05,0.1383256256412344,0.9917414536133087,2.2189784000572965,0.6456444519073674,0.3980263157894737
3,peak_WSS_magnitude_Pa,zero_shot,0.0,-1.721848672382316,1.6057062316532464,3.069960038041132,0.5109369924113467,0.028125
3,peak_WSS_magnitude_Pa,affine_only,0.05,0.01935572054877399,0.9134140191733586,1.865889703945117,0.5178873785653508,0.02631578947368421
3,peak_WSS_magnitude_Pa,local_only,0.05,0.3219748862947138,0.6779427135598579,1.5515047471564576,0.7269801585518927,0.506578947368421
3,peak_WSS_magnitude_Pa,full,0.05,0.36698077075376223,0.5820144552512814,1.4991278420634568,0.7960543244388409,0.6085526315789473
3,VM_cycle_max_Pa,zero_shot,0.0,-0.26882895597722856,1227.1859946092197,1670.1891484056312,0.09703649183983329,0.2375
3,VM_cycle_max_Pa,affine_only,0.05,-0.0634011997080901,1129.7929946669506,1537.477650235327,0.09834882989590721,0.24671052631578946
3,VM_cycle_max_Pa,local_only,0.05,0.30722098152988453,924.7301745680874,1240.9594809545613,0.49069575061570375,0.5131578947368421
3,VM_cycle_max_Pa,full,0.05,0.31306401377677295,914.5952970610975,1235.715153470096,0.5087638324726101,0.48026315789473684
3,VM_stress_amplitude_Pa,zero_shot,0.0,-0.2688289495646514,613.5929948156853,835.0945710348824,0.09703649183983329,0.2375
3,VM_stress_amplitude_Pa,affine_only,0.05,-0.06340120270930849,564.8964973004169,768.7388252375954,0.09834882989590721,0.24671052631578946
3,VM_stress_amplitude_Pa,local_only,0.05,0.3072209804971904,462.36508748394573,620.4797401609584,0.49069575061570375,0.5131578947368421
3,VM_stress_amplitude_Pa,full,0.05,0.3130640124707702,457.297648660221,617.8575765468919,0.5087638324726101,0.48026315789473684
3,VM_temporal_mean_Pa,zero_shot,0.0,-0.4355860996407068,323.41897227131784,427.9937460675099,-0.11450380559796929,0.040625
3,VM_temporal_mean_Pa,affine_only,0.05,-0.07726061297394193,280.994990107312,371.7604826368986,0.11207577276565654,0.08223684210526316
3,VM_temporal_mean_Pa,local_only,0.05,0.37917858631689294,206.86330726634554,282.2189533034709,0.6273562955171568,0.40789473684210525
3,VM_temporal_mean_Pa,full,0.05,0.3550152571501065,209.16926588119546,287.65872643939394,0.6191501611111819,0.34868421052631576
