% Model,Patient_2_Saccular(4).mph
% Version,COMSOL 6.4.0.429
% Date,"Aug 16 2026, 17:26"
% Dimension,3
% Nodes,6800
% Expressions,21
% Description,von Mises stress
% Length unit,m
% x,y,z,solid.mises (N/m^2) @ t=0,solid.mises (N/m^2) @ t=0.05,solid.mises (N/m^2) @ t=0.1,solid.mises (N/m^2) @ t=0.15,solid.mises (N/m^2) @ t=0.2,solid.mises (N/m^2) @ t=0.25,solid.mises (N/m^2) @ t=0.3,solid.mises (N/m^2) @ t=0.35,solid.mises (N/m^2) @ t=0.4,solid.mises (N/m^2) @ t=0.45,solid.mises (N/m^2) @ t=0.5,solid.mises (N/m^2) @ t=0.55,solid.mises (N/m^2) @ t=0.6,solid.mises (N/m^2) @ t=0.65,solid.mises (N/m^2) @ t=0.7,solid.mises (N/m^2) @ t=0.75,solid.mises (N/m^2) @ t=0.8,solid.mises (N/m^2) @ t=0.85,solid.mises (N/m^2) @ t=0.9,solid.mises (N/m^2) @ t=0.95,solid.mises (N/m^2) @ t=1
-0.02906813927477285,-0.20929556861555615,-0.20720903017865727,4.478203807949052E-8,3192.585798365112,1113.3502099783834,2655.0189277607315,1946.3720166820399,538.7886318955433,761.4872230068762,738.8724779848192,1633.232946573123,120.36659867634775,324.797746941153,168.8668490699443,137.056330462689,82.07079310802528,35.16141883152674,31.009168406291824,32.234052656476834,32.50440631259872,35.9521166508345,42.81301615661332,53.418772289383504
-0.027433641399795598,-0.20794473959209356,-0.20775924525772788,3.8946580451143045E-8,2686.928109722671,1011.7249732390219,2373.797066157465,1597.7376795646906,561.8949192832187,684.3727083874963,635.2359698467518,1420.0892507247934,130.021890750236,293.41196486668343,157.71437745543,131.35790797255822,88.15646924800292,39.180228657353204,40.11420996825404,40.54965927577462,36.06511062019696,35.800120679306346,39.135057575461865,46.70280124792225
-0.02860839913703986,-0.20764410407202127,-0.20708181595283365,2.6644873606790283E-8,2907.410409813246,1037.1327100029832,2440.607115522268,1756.011440775928,562.4334693746789,677.1995129861167,671.8796720020462,1509.0288073031875,119.7975316864764,311.35553378840524,173.08149807343221,136.74693165550602,87.40732103488403,37.24353240735269,34.98725684721993,34.274999293208666,31.568756272521487,33.91476034939289,39.99546158302929,49.479935315337535
-0.029946984998908157,-0.20731690023182453,-0.20629072616264243,1.174447296560249E-8,2923.2050886338084,1053.336762206198,2479.212791097337,1817.5316777540868,535.6333771311391,669.5634147048206,685.3178806263464,1527.3162889953812,117.26571252702442,327.79373563984063,184.30730454981247,131.42126562429792,82.23441544370404,32.663642032717924,28.342829455798874,27.611374156221625,27.554545846434515,32.368219566242246,40.052087402854,50.30520379487793
-0.029481131029262066,-0.20545857142463136,-0.20583350176715215,1.7939361801851484E-8,2295.7874635861576,858.8100337354273,1964.4152354184725,1419.5143921220108,547.7741148344523,503.2299503372513,532.0101771738861,1218.5775643481013,112.44727003993269,284.5374349630809,175.02134535664308,117.82708960615446,79.70950753165845,32.19656620249049,29.931976275372126,27.328332986977173,24.604104128218484,27.8344559947234,33.52726039188065,41.0205917186686
-0.028130911618939762,-0.20626272199812645,-0.20684816605065368,9.578236205010316E-9,2302.21507293263,888.851473005403,2026.640057172882,1387.4977589955975,551.4612355320457,537.240649989684,531.6501376608445,1235.342735486134,121.62608486761337,276.15136186236964,166.10022044709697,121.69022083301859,86.75944795374461,38.12350511329287,38.080968729312914,35.47016797351701,29.84832004957525,30.100163909966795,33.834805172247016,40.481744366904934
-0.026341047661522118,-0.20664230941506398,-0.2078787881758345,2.8605946646257125E-8,2290.9098645788554,970.3976667978876,2236.53407536674,1342.3559435711954,531.3088212278487,632.9512623016705,565.6302781989092,1287.0429009099523,131.6982874062721,260.5330158659496,141.64783505549084,118.7178698458636,93.55461936246446,43.99725616538032,46.74254095252416,45.237630890491594,38.1407811397515,36.027292333867074,37.073964690546994,42.042203583946375
-0.03073896404365726,-0.20595309747736415,-0.20539906773920225,2.703414053634904E-8,2645.252383439651,980.6862408530696,2296.930779329479,1675.1089376323343,531.0585883195131,610.1562825486901,635.6631758662874,1402.312334658044,114.63885040634436,314.94633406994996,181.53889672625124,121.79515471503002,78.10777833680294,30.129824096880952,24.76853715528858,23.383353533285955,24.3865690218891,30.12105177120306,37.752094140284036,47.175073123795016
-0.03040614889466657,-0.20476251645784377,-0.20504997412532971,4.1648701955648014E-8,2240.8554058586624,850.1657758766465,1944.7284992647178,1419.438610938409,532.9911289028342,491.387575955276,530.8944424894843,1197.5318480553105,110.755848613204,286.4763936800034,174.4242823231819,112.78180346757172,75.68333728559455,29.686475226073263,26.176455188178387,24.264411707511744,23.63489102987528,27.988457029521896,33.97743714193433,41.39644329157098
-0.031608040608329946,-0.2049562598492694,-0.20452828988933458,5.0455409649119655E-8,2501.11222193142,942.6016579267437,2206.4926738460063,1606.47445868563,516.4902572956787,583.5107323387082,616.8469475499371,1339.2661366125612,111.18229866637841,306.24943030695755,175.59740622349165,113.91072414647314,74.12886397272597,29.069814023742918,22.34683503657329,21.266059546483245,23.729332487693373,29.79352590474029,37.11407053608771,45.95311841606996
-0.03185066821880598,-0.20622878722052784,-0.204912046654528,3.38322573659733E-8,2973.043228804415,1098.3456882109572,2594.366141974974,1905.835722935563,504.6562978948583,692.734976093647,720.9898498711515,1576.6852288971781,118.14503254767062,339.6742817758383,184.19703554603151,125.35290921296004,79.85439151992519,32.748570716685144,25.114633792475654,24.529091659792506,27.828231719356133,34.34038853223734,42.67495419898179,53.2156115008958
-0.03139788139344227,-0.20702053363652917,-0.20542389611980816,1.2752999012203031E-8,3113.2668567820065,1130.2281695644,2682.4591181120877,1976.6322745264079,520.1507997485369,727.7868795319998,747.2754575682586,1636.4932624073556,118.95876330256154,345.9517083934399,186.6808403948558,130.28675201941812,80.85897730345475,32.32973333817498,24.928505548397947,24.620455821741892,27.970024665292016,34.74074583477191,43.53886597530257,54.68816284055208
-0.03150996751677091,-0.20881887208464966,-0.2058106386378415,1.4921778497774947E-8,3368.428490751122,1204.8157728908493,2870.5741049069657,2140.5349945665744,494.2000420965281,786.4693255175291,793.5137056923637,1751.8166572887965,119.13078875818927,356.58337733024103,181.67102978597714,131.15628804347827,79.17306974379423,33.13605124866695,26.86940561458005,27.710805094596385,31.0216135592753,37.03930917236239,45.69330412666789,57.4700016438298
-0.03066912687190796,-0.20374478590114453,-0.20440668898368963,5.9431064946811706E-8,1850.8336099360795,738.3216315657533,1655.4787873915104,1196.3438098146974,524.1380124888658,412.7834167402935,448.48888322722837,1004.7730380209686,106.99124713115559,263.62945475286296,165.02882966509674,101.68650441186246,70.66968097658419,27.943239224600614,24.68509454651489,22.483026162717668,21.36648063976499,24.984944805132184,29.86612896792683,35.819697028050534
