x_mm,y_mm,z_mm,TAWSS_native_Pa,TAWSS_gradient_Pa,TAWSS_abs_diff_Pa,OSI_native,OSI_gradient,OSI_abs_diff,RRT_native_1_per_Pa,RRT_gradient_1_per_Pa,RRT_abs_diff_1_per_Pa
-21.609682720884937,177.84178399631455,-239.2833522556361,0.6333732156685313,0.6331053375715197,0.00026787809701167564,0.2673731474295977,0.26729121613919843,8.193129039929525e-05,3.3935204117495243,3.393760986156076,0.00024057440655145257
-21.13202155330008,176.608153916,-238.56887728399997,0.6693668027748966,0.6691072181612442,0.00025958461365238605,0.2769145325178112,0.27682835862245564,8.617389535553466e-05,3.3483785779281057,3.3483841832971017,5.605368996075555e-06
-21.22410305611573,178.14527707655492,-238.20609415284304,0.6401998044131094,0.6398421940494309,0.00035761036367853993,0.2917935810306035,0.2916815414288988,0.00011203960170469429,3.751114774056791,3.7511927031668617,7.792911007076242e-05
-21.75598619573492,176.9006196658584,-240.0143550775405,0.6541081386255583,0.6539036789673125,0.00020445965824578138,0.23981666338161428,0.2397651573847867,5.1505996827572176e-05,2.937926812168357,2.9382637700315883,0.00033695786323129084
-20.74426481453768,181.90762238929457,-237.6265963407071,0.5966314889667619,0.5963793860885265,0.0002521028782354051,0.29229050315309624,0.2922131592767235,7.734387637275963e-05,4.034664990239701,4.034868087016134,0.0002030967764330427
-20.770843410919767,180.8637167134351,-237.1505469768421,0.6084575934145647,0.6079100624090452,0.0005475310055195193,0.3138354338359023,0.313590386260813,0.00024504757508930775,4.4141050680009215,4.412272898945224,0.0018321690556977188
-20.29767425170012,182.000761816,-236.51353586099992,0.6199247134055443,0.6195041683633286,0.0004205450422157808,0.3022196539117065,0.3020839795620992,0.0001356743496073176,4.078006577297001,4.0779774654136,2.9111883400823046e-05
-20.31017800359561,182.8913173147529,-237.23992031190585,0.6099836046747202,0.6097186552790164,0.0002649493957038729,0.2812071646891414,0.28117956658320514,2.7598105936277317e-05,3.7464396920509113,3.7475949693916175,0.0011552773407061956
-21.307852209427917,181.0713601339272,-238.63301423743107,0.60971803765367,0.6087306353443718,0.0009874023092982798,0.2897155749185737,0.28940462565364566,0.00031094926492802877,3.8997238423185867,3.900282080076507,0.0005582377579202991
-21.104002250452016,179.55060677776245,-237.73558707809576,0.6159074978543195,0.6152402961897863,0.0006672016645332679,0.3020658354801201,0.301859696839503,0.00020613864061713727,4.101415335777268,4.10159153978791,0.00017620401064277758
