R2_P123,MAE_P123,RMSE_P123,NMAE_IQR,Spearman_P123,Top10_overlap_P123,R2_log1p,Interval90_coverage_P123,target,R2_P13,MAE_P13,RMSE_P13,Spearman_P13,Top10_overlap_P13,Interval90_coverage_P13,delta_R2_P123_minus_P13,delta_Spearman_P123_minus_P13,delta_Top10_overlap_P123_minus_P13,delta_MAE_P123_minus_P13,delta_RMSE_P123_minus_P13
-0.15908620805342433,0.6039580361326079,1.4289616200250224,1.3021725247045324,0.1352886333365087,0.03201970443349754,-0.4103889920269064,0.9432799013563502,TAWSS_vector_Pa,-0.1126466549435205,0.531279631857532,1.4000428519392083,0.1773010097977474,0.0,0.9072749691738594,-0.04643955310990383,-0.042012376461238704,0.03201970443349754,0.07267840427507588,0.02891876808581406
-0.3743097043436163,0.10243075024806181,0.1202814610734806,0.7669492397622262,-0.13206058193383094,0.014778325123152709,-0.4098031403586544,0.9706535141800247,OSI,-0.8580437678994168,0.1180191423785595,0.1398570483416856,-0.2428293738313897,0.0147783251231527,0.868557336621455,0.4837340635558005,0.11076879189755875,8.673617379884035e-18,-0.015588392130497689,-0.019575587268205005
-1.6250987295407526e-05,6.847220203237369,280.34190289312926,5.011958736932237,0.025680964231887538,0.23645320197044334,-0.4528111749586248,0.9210850801479655,RRT_1_per_Pa,-0.0001451312596933,6.911760768814847,280.35996728795243,-0.0593236314012054,0.1822660098522167,0.9556103575832304,0.00012888027239789246,0.08500459563309293,0.054187192118226646,-0.06454056557747734,-0.01806439482317046
-0.026632775182483304,2.8399771276862333,6.979434005275367,1.0196157468852365,0.30596108800754984,0.30049261083743845,0.01963445272226083,0.9356350184956843,peak_WSS_magnitude_Pa,-0.0890303490074506,2.8412056239340453,7.188406595907128,0.2542808445528735,0.0812807881773399,0.9122071516646116,0.0623975738249673,0.05168024345467637,0.21921182266009853,-0.001228496247811961,-0.20897259063176055
-0.09532227749349587,1035.1937707747686,1297.4715517382926,0.6608197625257851,0.18900769529423678,0.2044334975369458,-0.18036145805406711,0.9967940813810111,VM_cycle_max_Pa,-0.1859802016463234,1103.2814398389828,1350.0989624003314,0.214675922550503,0.1773399014778325,0.9938347718865598,0.09065792415282753,-0.02566822725626622,0.027093596059113323,-68.0876690642142,-52.627410662038756
-0.09537848810181981,517.6216497811565,648.7524206453254,0.6608513857868576,0.18914528094407293,0.2044334975369458,-0.18066065279326837,0.9967940813810111,VM_stress_amplitude_Pa,-0.1845655396537313,551.2208933218404,674.646753275203,0.2156297058713544,0.1748768472906404,0.9938347718865598,0.08918705155191148,-0.02648442492728148,0.02955665024630541,-33.599243540683915,-25.894332629877567
-0.056147708452353395,251.68663844951345,318.28707258007773,0.6089987805174798,0.16608351972462007,0.12807881773399016,-0.0832410587582979,0.9928483353884093,VM_temporal_mean_Pa,-0.1389488702293317,266.777388109489,330.5284015676028,0.0855662866153556,0.0763546798029556,0.9829839704069052,0.0828011617769783,0.08051723310926447,0.05172413793103456,-15.090749659975529,-12.241328987525094
