R2,MAE,RMSE,NMAE_IQR,Spearman,Top10_overlap,R2_log1p,Interval90_coverage,target
-0.15908620805342433,0.6039580361326079,1.4289616200250224,1.3021725247045324,0.1352886333365087,0.03201970443349754,-0.4103889920269064,0.9432799013563502,TAWSS_vector_Pa
-0.3743097043436163,0.10243075024806181,0.1202814610734806,0.7669492397622262,-0.13206058193383094,0.014778325123152709,-0.4098031403586544,0.9706535141800247,OSI
-1.6250987295407526e-05,6.847220203237369,280.34190289312926,5.011958736932237,0.025680964231887538,0.23645320197044334,-0.4528111749586248,0.9210850801479655,RRT_1_per_Pa
-0.026632775182483304,2.8399771276862333,6.979434005275367,1.0196157468852365,0.30596108800754984,0.30049261083743845,0.01963445272226083,0.9356350184956843,peak_WSS_magnitude_Pa
-0.09532227749349587,1035.1937707747686,1297.4715517382926,0.6608197625257851,0.18900769529423678,0.2044334975369458,-0.18036145805406711,0.9967940813810111,VM_cycle_max_Pa
-0.09537848810181981,517.6216497811565,648.7524206453254,0.6608513857868576,0.18914528094407293,0.2044334975369458,-0.18066065279326837,0.9967940813810111,VM_stress_amplitude_Pa
-0.056147708452353395,251.68663844951345,318.28707258007773,0.6089987805174798,0.16608351972462007,0.12807881773399016,-0.0832410587582979,0.9928483353884093,VM_temporal_mean_Pa
